"Name","Type of Institution","Old Name","Date Reregistered","Street Address","Area","State","Telephone","Fax","website","eMail","Postal Address","Country","Ownership Type","Comments","Date Licensed"
"Agricole BDC","Bureau De Change","","","Plot 2249, Addis Ababa crescent, Wuse Zone 4, Abuja","","ABU","8033078247","","","","","NGN","Domestic","","",
"Ahamadiyya  BDC Ltd","Bureau De Change","","","Suite 6, Addis Ababa Crescent, Wuse Zone 4 Plaza, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ahdora BDC","Bureau De Change","","","No.22/24, Abibu-Oki Street, Lagos Island","","LAG","","","","","","NGN","Domestic","","",
"Ahmadiyya  BDC Ltd","Bureau De Change","","","Suite 6, Addia Ababa Crescent, Wuse Zone 4 Plaza, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Air Cor-Venture  BDC","Bureau De Change","","","Suite 57 HQ NAF-Camp Shopping Plaza Legico Ahmed Bello Way, Victoria Island Lagos","","LAG","8033548948","","","","","NGN","Domestic","","",
"Aitco BDC ","Bureau De Change","","","No.7, Hassan Gwaizo Memorial Complex,Zariab Road, Kano.","","KAN","7067576885","","","","","NGN","Domestic","","",
"Aiyemere Bureau De Change","Bureau De Change","","","Primal Tek Plaza, Iju Road, Agege","","LAG","","","","","","NGN","Domestic","","",
"Ajana BDC","Bureau De Change","","","No.51/52 Marina Street","","LAG","","","","","","NGN","Domestic","","",
"Akal BDC Ltd","Bureau De Change","","","Block EU-01, Nigeria Army Shopping Complex (The Arena), Agege Motor Road, Bolade, Oshodi, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Akawu BDC Limited","Bureau De Change","","","No.10,Bida Road,Main Market,Onitsha","","ANA","","","","","","NGN","Domestic","","",
"Akuabata BDC","Bureau De Change","","","No. 13, Breadfruit Street, Lagos Island, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Al -Nasara BDC Ltd","Bureau De Change","","","Suite 108, Fabdal Plaza, Zone 4, Wuse, Abuja","","ABU","7034951288","","","","","NGN","Domestic","","",
"Al Umnaj BDC Ltd","Bureau De Change","","","No. 59, Murtala Mohammed Way, Wapa, Kano","","KAN","","","","","","NGN","Domestic","","",
"Aladinma BDC Limited","Bureau De Change","","","No.59, Awolowo Road,Ikoyi,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Al-Aleem BDC","Bureau De Change","","","No.4, Abdulkadir Ahmed Road MainstreetBank Building, Bank Road, Bauchi, Bauchi State.","","BAU","7067576885","","","","","NGN","Domestic","","",
"Alali BDC","Bureau De Change","","","15A Adeola Odeku Street, Victoria Island.","","LAG","","","","","","NGN","Domestic","","",
"Al-Amoudi BDC Ltd","Bureau De Change","","","No. 16, Bello Ibrahim Taiwo Rd. Kano","","KAN","","","","","","NGN","Domestic","","",
"Al-Bashir Bureau De Change Ltd","Bureau De Change","","","No. 6, Rahama Complex Plaza, Near Sheraton Hotel, Wuse Zone 4, Abuja","","ABU","08035960764, 08053533310, 08033535053","","","","","NGN","Domestic","","",
"Al-Bidaya BDC Ltd","Bureau De Change","","","Suite No. 9, Zone 4 Plaza, 1st floor, Wuse Zone 4, Abuja.","","ABU","","","","","","NGN","Domestic","","",
"Albushara Ultimate Trust BDC Ltd","Bureau De Change","","","K City Plaza, Aminu Kano Crescent, Wuse 2, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Aldric BDC Ltd","Bureau De Change","","","3rd floor, Bassan Plaza, Plot 759 Independence Avenue, CBD, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Aleeza BDC Limited","Bureau De Change","","","No. 10, Diori Hammani Road,Marnawa Area,Sokoto.","","SOK","8180225002","","","","","NGN","Domestic","","",
"Alfa Exchange BDC","Bureau De Change","","","No. 43, Gidan Gami Ibrahim Taiwo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Alfat BDC Ltd","Bureau De Change","","","No 7B, Ibrahim Taiwo Road.","","KAN","08033508186, 064-988682","","","","","NGN","Domestic","","",
"Al-Futuhad Cash Int'l BDC Ltd","Bureau De Change","","","No. 8, Audu Zuciya House, Fagge, Kano","","KAN","","","","","","NGN","Domestic","","",
"Algaje BDC Ltd","Bureau De Change","","","No.9,Beirut Road Kano.","","KAN","8054514643","","","","","NGN","Domestic","","",
"Alhaji Abdallah Harun BDC Ltd","Bureau De Change","","","Addis Ababa Crescent, one 4 Plaza, Wuse, Abuja","","KAN","","","","","","NGN","Domestic","","",
"Al-Hamsad BDC","Bureau De Change","","","Hassan Ibrahim Gwarzo Memorial Complex, Zaria Road, Kano","","KAN","7067576885","","","","","NGN","Domestic","","",
"Alhaqeeqha BDC Ltd","Bureau De Change","","","Plot 2249,Ground Floor,Zone 4 Plaza,Wuse Abuja.","","ABU","8036010331","","","","","NGN","Domestic","","",
"Al-Harun Bureau De Change Limited","Bureau De Change","","","IBB Way by Kwari Market, Kano","","KAN","8037053138","","","","","NGN","Domestic","","",
"Alhidaya BDC","Bureau De Change","","","No.2249, Addis Ababa Crescent, Wuse Zone 4","","ABU","","","","","","NGN","Domestic","","",
"Alhilal Royal BDC Limited","Bureau De Change","","","NO.16, Mohiba House,Wapa Fagge,Kano.","","KAN","8167304477","","","","","NGN","Domestic","","",
"Alhiza Bureau De Change","Bureau De Change","","","No.158, New Hospital Road.","","KAN","","","","","","NGN","Domestic","","",
"Al-Ikhlas Burea De Change","Bureau De Change","","","Plot 1, Kawaji New Layout, Nasarawa, Kano","","KAN","8033482915","","","","","NGN","Domestic","","",
"Al-Jazrab BDC Ltd","Bureau De Change","","","No. 16, Bello Ibrahim Taiwo Rd. Kano","","KAN","","","","","","NGN","Domestic","","",
"Al-Jereye Bureau De Change","Bureau De Change","","","Mohhiba House, Wapa, Kano","","KAN","8037044771","","","","","NGN","Domestic","","",
"All Currency BDC Ltd","Bureau De Change","","","Plot 1297, Aminu Kano Crescent, Wuse 2.","","ABU","8039715525","","","","","NGN","Domestic","","",
"Allah Mai Girma BDC","Bureau De Change","","","Suite 210, First Floor Fabdal Plaza, Wuse Zone 4, Abuja","","ABU","8035535626","","","","","NGN","Domestic","","",
"Allan Cowry Bureau De Change Limited","Bureau De Change","","","19, Breadfruit Street, Lagos","","LAG","07039842355,     01-4766922","","","","","NGN","Domestic","","",
"Allied Afrique Bureau De Change Limited","Bureau De Change","","","18, Block F, Obi Village, MM Domestic Airport, Ikeja - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Allover BDC","Bureau De Change","","","Duplex 1B, Allover House, Lily drive, allover Close, MKO Abiola Gardens,CBD, Alausa, Lagos","","LAG","8037707000","","","","","NGN","Domestic","","",
"Al-Mabaroora BDC Ltd","Bureau De Change","","","BLOCK 31, 2ND STREET, SHAGARI QTRS, KANO","","KAN","","","","","","NGN","Domestic","","",
"Al-Mabrook BDC Ltd","Bureau De Change","","","No. 23, Ummi Plaza, Trade Fair Complex, Zaria Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Al-Mansur BDC Ltd","Bureau De Change","","","SUITE CFF3, K-CITY PLAZA MALABO STREET,OFF AMINU KANO CRESCENT WUSE 11, ABUJA","","ABU","08033479191, 08023626265","","","","","NGN","Domestic","","",
"Al-Mawada Bureau De Change Limited","Bureau De Change","","","10, Illo Road, Murtala Mohammed Way, Wapa Fagge - Kano","","KAN","0803 341 8183","","","","","NGN","Domestic","","",
"Alnas BDC Limited","Bureau De Change","","","No.59, Murtala Muhammad Way, Kano","","KAN","8038731978","","","","","NGN","Domestic","","",
"Al-Nasara BDC","Bureau De Change","","","Suite 108, Fabdal Plaza, Zone 4, Wuse, Abuja","","ABU","8034951288","","","","","NGN","Domestic","","",
"Alni'ima Bureau De Change Limited","Bureau De Change","","","E110, Wapa Fage, Kano","","KAN","","","","","","NGN","Domestic","","",
"Alpha Concept Bureau De Change Limited","Bureau De Change","First Concept","","20 Maitam Sule Street, Off Raymond Njoku Street, S/W, Ikoyi, Lagos. OR 53, Marina Street, Lagos","","LAG","08035375555, 08033074893","","","","","NGN","Domestic","","",
"Alrahma Bureau De Change Limited","Bureau De Change","","","No E108, Ramat Shopping Complex, Off Ahmadu Bello Way, Maiduguri","","BOR","08057804831; 08036916770","","","","","NGN","Domestic","","",
"Alsas BDC Ltd ","Bureau De Change","","","Nnamdi Azikiwe International AIRPORT ROAD, ABUJA","","ABU","080-33482915","","","","","NGN","Domestic","","",
"Al-Tafwig International BDC","Bureau De Change","","","No. 16B Ibrahim aiwo Road, Kano","","KAN","8076188157","","","","","NGN","Domestic","","",
"Al-Tauheed BDC Ltd","Bureau De Change","","","19, Tinubu Street, Lagos Island, Lagos State","","LAG","","","","","","NGN","Domestic","","",
"Alternative Source Bureau De Change Limited","Bureau De Change","","","Allied Bond Building, 2nd Floor, KM 28, Iganmu-Badagry Expressway, Odu-Ade, Lagos","","LAG","08033474697; 01-4348157 & 07057571427","","","","","NGN","Domestic","","",
"Al-Warid Bureau De Change Limited","Bureau De Change","","","3/5, Sulu Bolaji Street, Off Abibu Oki Street, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Al-Wisam Bureau De Change Limited","Bureau De Change","","","A105, Ramat Shopping Complex, Sir Kashim Ibrahim Way, Maiduguri, Borno State","","BOR","08033491779","","","","","NGN","Domestic","","",
"Alyusra Bureau De Change Limited","Bureau De Change","","","16, IBB Way, Kano","","KAN","8034904081","","","","","NGN","Domestic","","",
"Al-Zeyada Bureau De Change Limited","Bureau De Change","","","ZONE 4 PLAZA, 2ND FLOOR, ADDIS ABABA CRESCENT, WUSE, ZONE 4, ABUJA","","ABU","09-5232606,08035981721,08044112854","","","","","NGN","Domestic","","",
"Ama Zuma BDC","Bureau De Change","","","No. 46, Obi Village, opposite Arik Head Office, MM 2, Local Airport, Ikeja, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Amajiddah BDC Ltd","Bureau De Change","","","No. 1, Muhibba House, Wappa Fagge D2.","","KAN","80381568801","","","","","NGN","Domestic","","",
"Amali Bureau De Change","Bureau De Change","","","No. 85 Liman Zangina Road, Birnin Kebbi","","KEB","8033148909","","","","","NGN","Domestic","","",
"Amalya BDC Ltd","Bureau De Change","","","NO 110 APAPA ROAD, EBUTE METTA, LAGOS","","LAG","8023221397","","","","","NGN","Domestic","","",
"Amana Bureau De Change Limited","Bureau De Change","","","1, Adekunle Fajuyi Road, Dugbe - Ibadan","","OYO","08033602859; 08056335657","","","","","NGN","Domestic","","",
"Amanda Top BDC Ltd","Bureau De Change","","","Block 18,Plot 2005,Amuwo Odofin G.R.A,,By Apple Junction,Lagos.","","LAG","8024919195","","","","","NGN","Domestic","","",
"Amazing Bureau De Change Limited","Bureau De Change","","","11, Abibu Oki Street, Lagos Island","","LAG","","","","","","NGN","Domestic","","",
"Amazon Bureau De Change","Bureau De Change","","","No. 96 Broad Street, Lagos","","LAG","8033078247","","","","","NGN","Domestic","","",
"Amb & Money Resource Bureau De Change Limited","Bureau De Change","","","Suite 102, Plot 506, Obafemi Awolowo Way, Jabi District, Abuja","","ABU","8033482915","","","","","NGN","Domestic","","",
"Ambassador BDC Limited","Bureau De Change","","","No.54/55,Airport Road,Kano","","KAN","8037881880","","","","","NGN","Domestic","","",
"Ambiya BDC","Bureau De Change","","","No.5 Hausari Babban Layi, Maiduguri","","BOR","8032703235","","","","","NGN","Domestic","","",
"Amd Ultimate BDC","Bureau De Change","","","88/92 Broad Street, Lagos State","","LAG","","","","","","NGN","Domestic","","",
"Ameer & Ameera BDC Ltd","Bureau De Change","","","Suite 03, DMK House, Plot 32, Alexandria Crescent, Kade Street, Off aminu Kano crescent, Wuse 2, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ameerah A. Bako & Brothers Bureau De Change Limited","Bureau De Change","","","59A, Murtala Mohammed Way, Wapa, Kano","","KAN","0961635633,  0961635643","","","","","NGN","Domestic","","",
"Amen BDC","Bureau De Change","","","Block A51, Taraba Plaza, Trade Fair Complex,Badagry Express Way, Lagos.","","LAG","8037177477","","","","","NGN","Domestic","","",
"Amfad Bureau De Change Limited","Bureau De Change","","","110, Wapa Fagge, by Illo Road, Kano","","KAN","0805 490 5334","","","","","NGN","Domestic","","",
"Amin Axis BDC Ltd","Bureau De Change","","","No. 14, Dan Adala Shopping Complex U.D.A. Hotoro, Kano","","KAN","","","","","","NGN","Domestic","","",
"Aminata BDC Ltd","Bureau De Change","","","NO 10 GIDAN IDI GAMBO,WAPA FAAGE KANO","","KAN","08080856660,   08132318325","","","","","NGN","Domestic","","",
"Aminchi Global Commercial BDC Ltd","Bureau De Change","","","No.565,Illo Road,Wapa Fagge,Kano.","","KAN","","","","","","NGN","Domestic","","",
"Amir Clean Exchange BDC Ltd","Bureau De Change","","","No.59,Murtala Muhammed Way,Fagge Wapa,Kano.","","KAN","8028905423","","","","","NGN","Domestic","","",
"Amir Wudil & Brothers BDC Ltd","Bureau De Change","","","No. 42, Zoo Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Amira Money Trust BDC Ltd","Bureau De Change","","","NO. 12 UNITY ROAD, KANO","","KAN","","","","","","NGN","Domestic","","",
"Amirmu Bureau De Change Limited","Bureau De Change","","","20, Constitution Road, Kaduna","","KAD","","","","","","NGN","Domestic","","",
"AMKG BDC Limited","Bureau De Change","","","No.14,Mohiba House,Wapa Fagge,Kano.","","KAN","8032703235","","","","","NGN","Domestic","","",
"Ammasco BDC Ltd","Bureau De Change","","","PLOT 2249 CONSTANTINE STREET WUSE ZONE 4 PLAZA.ABJ","","ABU","08036781148, 08033120995","","","","","NGN","Domestic","","",
"Amnesty BDC Ltd","Bureau De Change","","","SUITE 1 GROUND FLOOR, NO.18 ADDIS ABABA CRESCENT, ABUJA","","ABU","080-55501667","","","","","NGN","Domestic","","",
"Amud BDC Limited","Bureau De Change","","","F3, Congress Court Dakwo District, Abuja","","LAG","8051774300","","","","","NGN","Domestic","","",
"Amugbara Two Bureau De Change","Bureau De Change","","","No. 46, Marina Street, Lagos","","LAG","8030752072","","","","","NGN","Domestic","","",
"Amzai Bureau De Change Limited","Bureau De Change","","","1, Civic Centre Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"Anchoria BDC Ltd","Bureau De Change","","","NO 16 LEWIS STREET LAGOS","","LAG","01-8925899, 01-7406428","","","","","NGN","Domestic","","",
"Ando Money Resources BDC Ltd","Bureau De Change","","","NO.535, TANKO SHETITIMA, OFF WAPA LINE, KANO","","KAN","","","","","","NGN","Domestic","","",
"Andolin BDC","Bureau De Change","","","SUITE 005, DANYADADO HOUSE, AREA 11, GARKI ABUJA","","ABU","08054444449, 07030000113","","","","","NGN","Domestic","","",
"Anike BDC","Bureau De Change","","","No. 20A/73, Presidential Road, Enugu","","ENU","","","","","","NGN","Domestic","","",
"An-Nur BDC","Bureau De Change","","","Shop 41/43, Ojo Alaba International Road, Ojo","","LAG","","","","","","NGN","Domestic","","",
"Anthina BDC Ltd","Bureau De Change","","","Suite 132, ASPAMDA, Trade Fair Complex, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Anthony King Bureau De Change","Bureau De Change","","","Ebute Ero Garage Shopping Complex, Block BB (2nd Floor) Ebute-Ero, Lagos","","LAG","0803 313 9156","","","","","NGN","Domestic","","",
"Antics BDC ","Bureau De Change","","","Suite 7 Peoples Shopping Complex, Garki, Abuja","","ABU","8033146909","","","","","NGN","Domestic","","",
"Anuaguta BDC Ltd","Bureau De Change","","","Suite 040,Akwa Ibom 2,Trade Fair Complex,Lagos","","LAG","7067576885","","","","","NGN","Domestic","","",
"Apal 76 BDC Ltd","Bureau De Change","","","Plot 2249, Addis Ababa Crescent, Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Apex Bureau De Change Limited","Bureau De Change","","","Plot 154b, Prince Ade Odedina Street, Off Ajose Adeogun Street, Victoria Island, Lagos.","","LAG","","","","","","NGN","Domestic","","",
"Approach BDC Ltd","Bureau De Change","","","No. 68E Bello Road, Kano","","KAN","","","","","","NGN","Domestic","","",
"APT BDC","Bureau De Change","","","3rd Floor, Zone 4 Plaza, Plot 2249 Addis-Ababa Crescent, Wuse Zone 4, Abuja.","","ABU","8033054105-08082000000","","","","","NGN","Domestic","","",
"Arbab BDC Ltd","Bureau De Change","","","SUIT 32,BLOCK C FORMER NIGERIA AIRWAYS,AIRPORT IKEJA, LAGOS","","LAG","08033065244, 08022600006","","","","","NGN","Domestic","","",
"Aries Homes BDC Ltd","Bureau De Change","","","Suite D5 Amsalco Plaza, Dunukofia Street, Area 11, garki, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ari-Ken Bureau De Change Limited","Bureau De Change","","","26, Zik's Avenue, Fegge, Onitsha","","ANA","08088503717; 046-309372; 08038845289","","","","","NGN","Domestic","","",
"Arising Bureau De Change Limited","Bureau De Change","","","Elder Dempster House, 47 Marina, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Arlington Bureau De Change Limited","Bureau De Change","","","47, Marina, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Armeedat BDC","Bureau De Change","","","Plot 2219 Addis Ababa Crescent, Wuse Zone 4, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Arrashad Interl. Bureau De Change Limited","Bureau De Change","","","4, Gidan Zuciya, Wapa Fagge, Kano","","KAN","8057210559","","","","","NGN","Domestic","","",
"Arrow Centre BDC Ltd","Bureau De Change","","","No. 3, Sokoto Road, Onitsha, Anambra State","","ANA","","","","","","NGN","Domestic","","",
"As Sunnah Bureau De Change Limited","Bureau De Change","","","Ground Floor, Zone 4 Plaza, Plot 2249, Wuse Zone 4, Abuja","","ABU","8032212529","","","","","NGN","Domestic","","",
"Asa Bureau De Change Limited","Bureau De Change","","","HB 72, Obi Village, Murtala Mohammed Airport Road, Ikeja - Lagos","","LAG","","","","","","NGN","Domestic","","",
"Ascent BDC Ltd","Bureau De Change","","","Block A2-9, Suite 288, Sura Shopping Complex, Simpson Street, Lagos","","LAG","","","","","","NGN","Domestic","","",
"Asfaa BDC Ltd","Bureau De Change","","","Suite 9, Zone D Plaza, Apo Qtrs, Abuja","","ABU","","","","","","NGN","Domestic","","",
"Ashana BDC Limited","Bureau De Change","","","Suite 62, Nicon Luxury,Abuja","","ABU","7036106816","","","","","NGN","Domestic","","",
"Ashiru Bureau De Change Limited","Bureau De Change","","","103, Kurawa Quarters, Kano Or 54, Ibrahim Taiwo, Kano","","KAN","8058196403","","","","","NGN","Domestic","","",
